,review,sentiment
34131,"I have to start saying it has been a long time since I have seen it, but have seen it 5 or more times; a wonderful little romp that was clearly inspired by the musical/comedy pairings of new or fading stars with musical groups of prominence. Kay Kyser's mysteries would be a good example.<br /><br />Having Spike Jones unleashed is the best part of the show, as he and his band play many tunes and are a part of the action, doing a fine job of support. Hugh O'Brien plays the face, Buddy Hackett the part rumor has it that was offered to Lou Costello and thus, Abbott and Costello replacing the leads. Don't know if that was true.<br /><br />all in all, a pleasant movie, but important to have that much Spike Jones and his band on film for history. Wish that it was released, as I haven't seen or heard of it now in two decades. Hope it is not lost",positive
8798,"David Cronenberg's `eXistenZ' is a well designed reflection of the philosophy of existentialism. It addresses the problems of a culture that is plugged into technology that it can no longer distinguish between fantasy and reality or between the organic and the mechanical. The movie shocks the audience with its replacement of mechanical technology with organic, metabolismic one. In this context the technology is able to be part of human body. After playing the virtual reality game of `eXistenZ', the real world feels like a game and as a result, human behavior change in order to apply violent game-urges even when the game is over. In eXistenZ, technology has evolved from machinery to biological organisms that plug directly into the human nervous system; an idea that reflects Marshall McLuhan's belief who is a well known media theorist, that computers are extensions of human consciousness. Like telephone is an extention of the ear, television is an extention of the eye, telegram is an extention of the central nervous system high-tech virtual reality is an extention of human consciousness. In eXistenZ, technology is biological and thus more human than it is in our world. But as technology becomes organic, humans become more mechanical and therefore less free, unable to resist their game-urges. eXistenZ is a virtual realty simulation of man's existence. Jean Baudrillard describes a mediated society in his book of Simulacra and Simulation, which all power to act has been transformed to appear. The world has passed into a pure simulation of itself. In eXistenZ it is obvious to see Baudrillard's mediated society with the themes of the invasion of the body, the loss of control and the transformation of the self into other.<br /><br />While you are in the eXistenZ, consciousness slowly replaces with another identity, your role in the game, which is a reflection each individual's real life subconscious. While you gain the control of your hyperreal life step by step, the aura of your real life disappers. For Baudrillard, `.simulations or simulacra, have become hyperreal, more than real.' Our hyperreality, like Cronenberg's world of computer simulation, `.now feels, and, for all intents and purposes is, more real than what we call the real world.' (Baudrillard) The purpose of the game which can basically be called 'experience' is quite metaphorical. Because you can not even know what is experience unless you experience it. As existentialists say that, life without an exact explanation is absurd, the game of eXistenZ is absurd too. Cronenberg, ironically reflects the absurdity of our lives. For instance, in the game, the other roles just stand still unless you ask them a pre-programmed question. And when you put their aimless funny looking state of being into the representation of our lifes, the exposed absurdity really shocks.<br /><br />The theme of the game is to understand what it is for? This hidden metaphorical question creates anguish over the people who play eXistenZ. They have no doubt about their existence, however they do not know the underlying reason of their existence. The essence.<br /><br />Existentialists have held that human beings do not have a fixed nature, or essence, as other animals and plants do; each human being makes choices that create his or her own nature. In the formulation of the 20th-century French philosopher Jean Paul Sartre, existence precedes essence. `Choice is therefore central to human existence, and it is inescapable; even the refusal to choose is a choice. Freedom of choice entails commitment and responsibility. Because individuals are free to choose their own path, existentialists have argued, they must accept the risk and responsibility of following their commitment wherever it leads.' Perhaps I should mention, `eXistenZ' deals with the concept of freedom of choice too. You achieve your final role in the game by taking right decisions. If you don't than the game becomes irrevelant and boring. So, you begin to interrogate the game, your existence rather than your essence. You suddenly become schzopfrenically alianated from the game and realize your position outside the game. Well as a last word, eXistenZ is a well designed reverse simulation of life thus existentialism.<br /><br />",positive
34602,"The first half hour of the movie had a steady pace and introduced the characters. however all of a sudden everything was happening too quick, a lame reason for Akshey Kumar to date 3 girls, very loud over acting by both Akshey and John Abraham. Neha Dupia was the highlight of the movie, Paresh Rawal did well but not as good as his performance in Hera Pheri. overall this movie was the biggest disappointment the film does no justice to its trailer. save your money and don't watch this movie, watch Hera Pheri and Hungama again!<br /><br />summarising it: a cheap stage show performance and appearance to the film no story or substance, the plot was extraordinarily non-sense good music by Preetam the man who bought us Dhoom! keep it up! movie shot all in one room, new comers (female cast) were okay as it was their first film but established actors like Akshey and John totally disappointed an established director like Priyadarshan gives his worst movie ever!",negative
18579,"After seeing several movies of Villaronga, I had a pretty clear opinion about him -- he concentrates too much on the personal aspect of the characters, forgetting about a rhythm of the movie. That is why, though having good critics, his movies never caught the broad audience attention. In ARo he follows the same line, but really improved on the rhythm, especially in the end of the movie. Frankly speaking, I slept through the first part, cause though the first part gives necessary information, it is really slow. Nevertheless the second part is absolutely marvelous and makes the whole movie the best movie ever made by Villaronga.<br /><br />Recommended.",positive
2773,"Documentary starts in 1986 in NYC where black and hispanic drag queens hold ""balls"". That's where they dress up however they like, strut their stuff in front of an audience and are voted on. We get to know many of the members and see how they all hold together and support each other. As one man says to another--""You have three strikes against you--you're black, gay and a drag queen"". These are people who (sadly) are not accepted in society--only at the balls. There they can be whoever and whatever they want and be accepted. Then the film cuts to three years later (1989) and you see how things have changed (tragically for some). <br /><br />Sounds depressing but it's not. Most of the people interviewed are actually very funny and get a lot of humor out of their situations. They're well aware of their position in society and accept it with humor--just as they should. We find out they all live in ""houses"" run by various ""mothers"" and all help each other out. The sense of community in this film is fascinating.<br /><br />When this film came out in 1990 it was controversial--and a big hit. It won Best Documentary Awards at numerous festivals--but was never even nominated for an Academy Award. Their reason was ""Black and hispanic drag queens are not Academy material"". Fascinating isn't it? Homophobia and racism all together. <br /><br />Seen today it's still a great film--and a period piece. It just isn't like that anymore--the NY they show no longer exists. The balls are still held but not in the spirit we see here. Also drag has become more ""accepted"" in society (for better or worse). And I've heard the houses are gone too. That's kind of sad. I WOULD like to know where these characters are now--I know two died of AIDS but I have no idea about the others. And what DID happen to that 13 year old and 15 year old shown? <br /><br />Still, it a one of a kind documentary--fascinating, funny and riveting. A must see all the way! A definite 10. Where's the DVD???",positive
40216,"Was this based on a comic-book? A video-game? A drawing by a 3 year-old? <br /><br />There is nothing in this movie to be taken seriously at all; not the characters, not the dialog, not the plot, not the action. Nothing. We have high-tech international terrorists/criminals who bicker like pre-school kids, Stallone's man-of-steel-type resilience towards ice-cold weather, dialog so dumb that it's sometimes almost hilarious, and so on. Even the codename that the bad guys use is dumb (""tango-tango""). A film that entertains through some suspense, good action-sequences, and a nice snowy mountainous setting. Oh, yes: and the unintentional humour.<br /><br />The film opens with some truly bad and unconvincing gay banter between our go-lucky and happy characters who are obviously having a ""swell"" time. Then comes a sweat-inducing failed-rescue part, which should make anyone with fear-of-heights problems want to pull their hair out. And then we have some more bad dialog, and after that some more great action. This is the rhythm of the film in a nutshell. <br /><br />Stallone's melodramatic exchange with Turner, when they meet after a long time, is so soapy, so clichéd, so fake, and so bad that it should force a chuckle out of any self-respecting viewer. Soon after this display of awful dialog-writing, we are witnesses to a spectacular and excellently shot hijack of an airplane. The entire action is one big absurdity, but it's mindless fun at its best. Although the rest of the action is exciting and fun, the airplane scenes are truly the highlight of the film. After the landing, our master-criminals seek for a guide and end up with Stallone and Rooker. They send Stallone to fetch the first case of money, but somehow they do everything to make it as difficult as possible for him to reach it; they take most of his clothes off (so he can freeze) and they won't give him the equipment he needs (so he can fall off). DO THESE GANGSTERS WANT THEIR MONEY FETCHED OR NOT??? Very silly. Apparently they don't trust Stallone, but surely they know that they can always black-mail him by using Rooker as a hostage. Nevertheless, our gangsters make Stallone's climb difficult, if for no logical reasons then to at least show us how truly evil they are - lest there be any doubts. And for those who might still doubt how evil the bad guys are, they overact, brag, and snicker in a truly evil manner. Everyone convinced? Good. You'd better be. Otherwise the writers will throw in a mass execution of twenty school children, just to make sure that the evilness of the bad guys is crystal-clear to everyone.<br /><br />The old guy who flies the chopper... How the hell did he fall for the trap? Firstly, he must have been warned by the MTV airhead about the criminals, and secondly, he must have heard Stallone's and Rooker's voices on the walkie-talkies. A whole bunch of idiotic verbal exchanges take place, with Lithgow having the questionable honour of getting most of the silly lines. ""Get off my back!"" Lithgow: ""I haven't even started climbing on your back."" Or, Lithgow to Stallone: ""We had a deal, but now we only have each other!"" And as for Lithgow's gang of murderers: these guys never seem to want to kill immediately. They are very creative about it; they philosophize, pretend that they are playing football with your body, and so on. <br /><br />Stallone co-wrote this thing. I have no idea what drugs he was on when he did it. I'd hate to think the script is this bad because of a low I.Q.",positive
19855,this is the best sci-fi that I have seen in my 29 years of watching sci-fi. I also believe that Dark Angel will become a cult favorite. The action is great but Jessica Alba is the best and most gorgeous star on TV today.,positive
6085,"Absolutely, I agree with my previous commentator in describing this as a riveting,fascinating and certainly beautiful film. It's not necessary to see all the episodes,since the first ones are the best,while the last ones are a-bit tiresome,but for any person who likes German's and their good-natured ways,all episodes are worth seeing.In typical german fashion, values are constantly questioned,even it's murderous Nazi past is confronted in the last episodes, the rich dialogues are particularly interesting. These episodes are recommended for anyone who is about to live or travel in Germany,preferably in original language!!<br /><br />",positive
33467,"I went to see Ashura as 2005 Fantasia Festival Kickoff. Man, that was one cool kick off. The director was supposed to be in Montreal for the Canadian premiere, but due to health reasons, he's still in Japan...oh lord I hope he gets better and makes plenty of other movies.<br /><br />The plot is pretty simple, but somewhat original...the demons are roaming in Edo in Japan and Swordsmans called ""Demon Wardens"" are slaying them and fearing the rebirth of Ashura, the demon goddess who's sleeping and supposedly is very kick-ass.<br /><br />It brings us to Izumo...some kind of elite swordsman called ""Demon Slayer"" and his buddy Jaku who's the typical violent jealous asshole...<br /><br />Seems boring? Well now it thickens....<br /><br />Izumo took his retirement from killing demons since he slayed a young kid on the ""impression"" that he was the demon, he never knew, but he did killed her. So Izumo went on with his life and recycled himself in Kabuki theater. In a boat joyride on a nice night, Izumo spots a girl hiding on a bridge and it changes his life and restart to slay demons...for the good cause, the cause of love...and damn...the guy knows how to handle a sword and to pull an entertaining massacre.<br /><br />Izumo carries the movie as far as playing goes...he is the total package...he knows how to fight(hell yeah he knows), he's witty, he's intelligent and he has that grit. You never have to yell :""NO IZUMO, IT'S A TRAP"" The guy already knows it he has that common sense. He's really the perfect hero.<br /><br />As far as cinematography goes, the esthetics are pretty interesting. It's by far, the movie that looks the most like a manga. It's creamed full of special effects and nothing, at all cost will prevent this movie to look realistic...it's pretty amazing. Lots of colours an ""unreal"" photography, other than that...it's pretty straightforward...but like I said, the main character is carrying the movie A must see, a tale lead by masterful hands",positive
12773,"I am surprised that so many viewers didn't find all the symbolism in the movie.....it's what made the movie an incredible work of art! The story deals with some of the saddest content a movie could hold, yet it is one of the best movies I've ever seen because of the need for your own imagination and the brilliance in the storyline.<br /><br />If you will pay close attention, the message is there. The younger brother is killed by the stepfather. The older brother made up the story about the wagon flying as a way to deal with the pain of his brother's death. There are those that would argue why would he lie to his own children with the story. To me the answer is because he doesn't want to share such ugliness with his own children, or that he has blocked it out and replaced his memory of the horrific event with the thought of his brother flying away to safety. I've read some of the reviews that believe he was an only child and that he created the younger brother as an escape to deal with the abuse he suffered. Although this is an interesting idea - I love the imagination used to come up with that. I don't think he would have lied to his own children about having a little brother. But, I do find it plausible that he would have lied about his little brother's death. However, I like that idea of an ending much better than the notion that the movie had no symbolism at all.<br /><br />There are many different takes you can have on the movie, but if you take the movie at face value.....two brothers creating a wagon that flies to escape an abusive stepfather - you've missed the brilliance. The fact that I was able to see the subtle messages in the script were what made the movie so incredible to me. It requires your own thought process and your own imagination to make it work......dig deep when you watch it. You'll be amazed at the genius contained in the film. The only other movie I've seen as close to this in symbolism and subtle messages is Pleasantville.....but that's a comment for another movie!",positive
222,"Howard (Kevin Kline) teaches English at the high school in a small Indiana city. He is finally getting married to Emily (Joan Cusack), much to his parents delight. The town is abuzz, too, because one of its own, Cameron (Matt Dillon) has been nominated for an acting Oscar. Everyone, including Howard and Emily, is watching the Academy Awards on television as Cameron is declared the winner! In his acceptance speech, Cameron announces that he was able to fulfill his role as a gay military man, in part, because of lessons he learned from a gay teacher he had in high school. You guessed it, its Howard! But, Howard has never ""come out""; in fact, he believes he is straight! With the whole town, and members of the media, waiting and observing the happenings, will Howard and Emily go ahead and get married? Or, is Howard truly gay and realize he can not go through with the ceremony? This is a wonderful, funny, and humane film about a gay man and his situation. As the man-who-did-not-realize-he-was-gay, Kline is excellent and touching. The rest of the cast is equally fine, with Cusack a stitch as the mixed-up fiancé and Dillon, Bob Newhart, Debbie Reynolds, Tom Selleck, and others on hand to delight the audience as well. The costumes are very nice and the setting in the lovely Indiana heartland is beautiful. Then, too, the script, the direction, and the production are very, very nice. But, the insightful, humorous, and the thoughtful look at the gay population is the film's best asset, no doubt. For those who would be offended by a gay-themed film, yes, just skip over this one. But, for everyone who wants to laugh heartily, and gain a better understanding of the gay situation at the same time, this is definitely the best film out there.",positive
31100,"Inarguably one of the most interesting filmmakers of the last 50 years, Werner Herzog has been pushing the boundaries of cinema perhaps more so than any other commercial filmmaker. I've been acquainted with Herzog for a few decades now and I've never not been impressed by both the man and his work. Last year I went to see Rescue Dawn and was somewhat surprised at how relatively mainstream the film was, yet couldn't help but imagine Herzog taking his actors and crew into the actual jungle to not only make the film, but to live it. No other filmmaker is as crazed about the purity of the film-making process and the subsequent lore from such productions as Fitzcarraldo has been forged into cinematic legend.<br /><br />Today I sat down to Fata Morgana, a 1969 Herzog film that could be described as an allegorical filmic postcard. Without researching the actual locations, I'm assuming it was shot somewhere in Africa, both coastal and desert, a region that could have once been the cradle of infant man, infant civilization, infant life on earth. It is these origins, the biblical notion of the Garden of Eden and the Apocalypse that Herzog is concerned with, as is voiced by the narration dispensed throughout the 79 minute run time.<br /><br />Watching FM I couldn't help but feel I was a passenger on a profound journey. In the opening sequence, the title is translated as ""Mirage"" and Herzog juxtaposes this translation with multiple repetitions of commercial jets landing on an airstrip. These images are perverted, their 3-dimensionality crushed flat by a long lens, piling layers of exhaust, heat waves and light aberrations all on top of one another. The effect left me to conclude: things are not as they seem.<br /><br />FM is divided into 3 very distinct chapters: 1) Creation, 2) Paradise and 3) The Golden Age. Chapter One, opens with countless, languid images, where bleak, barren landscapes scroll by, dead animals rot, broken shells of crashed airplanes and abandoned cars slowly disintegrate in the desert sun. The people populating this inhospitable landscape are ragged, unsmiling and apparent prisoners of the desert. The narration talks of a time before life, a time where the canvas of earth was blank and all that existed were the heavens. While the narration hearkens to a simpler, purer era, a portrait of a young boy holding a fox-like animal by its throat evokes a chilling depiction of man's cruel, ruthless attempt to enforce a dominion over nature.<br /><br />In the next chapter we are introduced to more of the same, yet the images and people are more animated and seem infused with a modicum of life and vitality. We listen to a goggled biologist talk about the difficultly a monitor lizard has hunting for prey in such a lifeless environment. As he holds the squirming monitor, its tongue flicking at flies, he also describes how difficult it to capture these creatures in the searing 140 degree heat. The parallel is duly noted and Herzog continues to explore this concept through repeated, candid portraits of individuals battered by the sun, the desert and the laborious efforts required to exist in this harsh realm. He also pushes forward the theme that if not in control, man asserts his control over his environment and not always in the most pleasant of ways.<br /><br />The last chapter takes us out of the desert's blast furnace and into the more familiar Herzog territory populated by eccentrics and absurd behavior. No one seems to have a more effective symbiotic relationship with the oddballs of the world than Herzog -- possibly this is where he feels most at home. Much like Errol Morris, Herzog chooses to place his camera in as seemingly objective a position as he can before he lets the film roll. The subsequent flirtation Herzog has with his subject is the result of him being able to continue shooting well beyond the point when most directors would have yelled cut. As Morris does, this extended roll pushes past the ""on"" moment the subjects feel obliged to offer and through their discomfort of being pushed into overtime, their facade gives way to something real. The most humorous portrait in this chapter is of the 2 person band playing an odd, polka-like song that Herzog recycles throughout this chapter. The drummer of the band wears the same goggles as the biologist, as does another guy doing a magic trick, begging the question: what's with the goggles? They definitely add some levity to the film, but one has to wonder if they hold any deeper meaning or significance, or is this just another example of Herzog's playfullness.<br /><br />The narration aside, Herzog utilizes folk and blues music as the experimental documentary's soundtrack. Leonard Cohen grabs the most screen time, two of his beautifully melancholic songs ""So Long Marianne"" and ""Suzanne."" perfectly accompany the scrolling landscapes, adding to the convincing feel that we are truly along for the ride. By the end of the journey, Herzog comes back to one of the many shots that recur throughout the film: the distant framing of a lone vehicle traversing the endless desert engulfed by a water mirage that fills the horizon. Despite the overall bleakness of FM, the crescendo of the film and the mirage motif leave you with a hopeful spirit, belief that against all odds, life will persevere and possibly even flourish.<br /><br />Having finished writing this post, I referenced FM to discover that Herzog shot it in Saharan Cameroon only weeks after a bloody coup. True to his legend, Herzog and his crew were arrested, beaten and imprisoned. While imprisoned, Herzog fell ill with Schistosomiasis, a blood parasite. It's truly hard not to love such a hypnotic and austere film as Fata Morgana; knowing the filmmaker was willing to die to get it made only makes you respect it all the more.<br /><br />http://eattheblinds.blogspot.com/",positive
1218,"Peter Sollett has created an endearing portrait about real people living in poverty in the Lower East Side of New York, or Loisaida, as it's known by the locals.<br /><br />Mr. Sollett's heart is in the right place as he examines this dysfunctional family, that is typical of the different 'inner cities' of the country. Mr. Sollett accentuates the positive in the story he presents. These are basically good kids, the children of parents that have left them and whose grandmother has taken under her wing. <br /><br />Instead of presenting his characters as losers, Mr. Sollett shows a positive side they all have. These kids are not into drugs, or are stealing because they are poor. Had this story been done by Hollywood we would have seen a parade of stereotypes, instead of children that are struggling, but deep down inside, they are not defeated.<br /><br />Victor Rasuk, as Victor Vargas, was a revelation. He is a natural. So is July Marte. Her character shows us a no nonsense girl who will not be fooled or driven to do anything she doesn't want to do. Altagracia Guzman, as the grandmother is excellent. She conveys her frustration at not being able to steer her grandchildren into the things she believes in and that are so important to her. <br /><br />All in all, this was an excellent picture thanks to Peter Sollett.",positive
27162,"Didn't know anything about the movie before watching and I think it was the ""no expectation"" factor that helped me endure at first and later like it more than I anticipated.<br /><br />The setting was interesting, strange but interesting. The storyline had gaps/jumps that I think throws the audience off a bit. There's no great soundtrack playing in the background, creating the ""romantic"" ambiance. BUT they all didn't matter.<br /><br />The chemistry between Emma and Luis was simply exquisite. There was some inexplicable strange chemistry that I couldn't resist; I fell in love with it and here I am, writing this review. The subtle love portrayal by the two actors was superb, and I believe, that is the core of this movie.<br /><br />This movie is not an everyday romantic comedy; in fact, not all of us will appreciate it. I had to sit a while and then slowly began to comprehend the little things I didn't catch at first. I cannot guarantee everyone will like it, but I hope YOU do.",positive
4019,"""Love is a Many-Splendored Thing"" is set in Hong Kong in 1949-50, and tells the story of the relationship between Mark Elliott, a white American journalist, and Han Suyin, a half-Chinese half-European doctor. This story of a mixed-race love affair was quite a daring theme for the fifties, and, as it often did, Hollywood tried to soften the blow by casting a white actress as the supposedly non-Caucasian woman who falls in love with a white man, something that would be regarded as politically incorrect today but was quite acceptable then.. (Think, for example, of the casting of Ava Gardner in ""Show Boat"" or Natalie Wood in ""West Side Story"") The setting of the story in a British colony was also perhaps a way of exploring racial issues in a way that would cause less controversy in America. Suyin loses her job in a Hong Kong hospital because her British superiors take exception to the fact that she is dating a white man, whom she is unable to marry because his estranged wife will not grant him a divorce. As was sometimes the case, European colonialism was made the whipping-boy for some of America's own failings. Imagine the furore that would have been unleashed had a similar film been made about a black or mixed-race woman doctor in a hospital in Alabama.<br /><br />Besides racial issues, the film also raises questions of international politics, referring to both the Communist seizure of power in China and the outbreak of the Korean War. Han Suyin was a real person and a well-known author of the period; in reality she tended to support Mao's Communist regime, but here she is shown as firmly anti-Communist. This is not, however, primarily an ""issue"" movie about either racialism or politics, but rather a romance, a good example of what would have been known at the time as a ""woman's picture"". Such films, although mostly made by male directors, were mostly aimed at female audiences. They dealt with love and romance- often unhappy romance- from the woman's point of view, and had a strong female character in the leading role. The genre often provided roles for actresses older than the heroines of standard romances. Earlier examples were normally in monochrome, but by the fifties they generally, as here, used lush, sumptuous colour.<br /><br />Although a Chinese or Eurasian actress would have been more convincing in the role, Jennifer Jones, does a very good job as Suyin. I found William Holden, as Mark, rather uncharismatic, but this does not matter much as Suyin is very much the dominant figure. She is screen much more than Mark, and the film examines her family and professional life much more than it does his. Although Jennifer was still strikingly beautiful, she was in her mid-thirties, rather older than most romantic heroines of films of this period. Holden was about the same age, unusually for the fifties when ""boy-meets-girl"" often meant ""older man meets girl"".<br /><br />The film is not particularly profound, but is well-made with some attractive photography, particularly of Hong Kong itself, reflecting the growing trend in the fifties for shooting on location rather than on studio sets. Seldom can Hong Kong have looked so beautiful; the view from a hill overlooking the city takes on a special meaning, as this is where Suyin and Mark go for their romantic assignments. The overall mood is one of poignant, doomed romance, a mood heightened by the atmospheric photography and the musical score, including one of the most memorable movie themes ever written. 7/10",positive
38239,"In the rapid economic development of 1990's in China, there is a resurgence of traditional Chinese culture, partially due to the rise of nationalism accompanied by the increase in wealth, and more importantly, due to the sense of spiritual belonging after the collapse of the old socialist ideology in the post Cultural-Revolutionary era.<br /><br />However, the resurgence of Chinese traditional culture, namely, the Confucianism, was not without disasters, because Chinese are adopted the entire tradition without eliminating the bad part, and the discrimination against girls demonstrated in this film is an excellent example.<br /><br />Moreover, not only the part that should be discarded were inherited, the good part that was supposed to be inherited, such as the traditional opera, and its technique, such as changing face, was ignored in the resurgence, and facing extinction.<br /><br />The director used this film to criticize the problem of re-embracing tradition by contemporary China and this is the deeper meaning behind the movie.",positive
23398,"This movie is so cool. It told me to enjoy every moment in life to its fulness. I think that Bonnie Hunt (Jerry Maguire) writes well and I am so happy that she gave aging actors opportunity to have such big roles in the movie. That is really neat, in a society that worships wealth, health and youth, it was nice to see a movie about normal people. The movie reminded me a lot of ""While you were Sleeping"" which I really love. If you don't like this movie you should work on your sensitivity skills.<br /><br />Favorite Quotes: Megan Dayton: ""I'm just saying, for safety, don't shave your legs,because then you definitely won't let it go too far."" Grace Briggs: ""Megan, it's a first date."" Megan Dayton:"" I married a first date. I'm sure you plan on being level-headed, but once you're in the moment, the male brain seems, I don't know, everything they say suddenly seems brilliant. Hairy legs are your only link to reality."" Favorite Scenes: Megan (Good Will Hunting) riding her bike. All the scenes in the garden. The conversation and comradery among the grandpa and friends in the restaurant. Please do not miss this movie it will warm up your heart!",positive
45408,"Opening credits: great. Music: just right for this film. Cinematography: sleazy to great effect.<br /><br />Harrowing excitement in a train-wreck sort of way. This is how out of control some lives can become. ""Wonderland"" depicts drug-induced wildness (and its consequences) not as an aberration, but shows how it really does happen in our society. It is better than depictions of another wild group -Manson's- because all Manson films, books etc concentrate so much on Manson's insane mind rather than the overall picture of the cheap fame and randomness that is so pervasive nowadays.<br /><br />If you want to see some of the best ""Method-acting"" on film, watch Kilmer in this movie. He shows how ""The Method"" can be riveting in the right role.<br /><br />The filmmakers here succeed in raising ""out-of-control"" to the level of an art form, not just for the sake of giving us cheap thrills.",positive
27304,"Shower keeps within itself in so many ways. Almost all of the movie takes place in an old- time bathhouse, with the denizens supplying the humor, pathos, and emotional touches. The love and friendship between the proprietor and his retarded son is deep and moving. The way the older brother is drawn into this tiny world seems unforced and persuasive. The plot is meandering, full of surprises and ironies, and touched overall by a sense of what I'd have to call neighborliness in the relations and conflicts of the performers. This is a film I pull out when I want to believe in the world again.",positive
22479,"A great performance by Clint Eastwood and particularly John Malkovich in my opinion his finest one to date. Malkovich had this one nailed right down to the floor it's incredible. Eastwood is Agent Mike Horrigan, an aged and cynical Secret Service Agent who is finishing out his career busting counterfeiters and chasing down routine assignments. But one assignment which appears to be run of the mill at first turns complicated and deadly serious. Horrigan and his new partner Al are sent to investigate a threat on the President by a ""wacko"". As fate would have it Horrigan has stumbled not upon a delusional nut but a professional lone wolf who has a big bone to pick with the White House. As Horrigan dives deeper into ""Booth's"" world he attracts the bad guy's unwanted attention and unbridled admiration for him. Horrigan was JFK's top agent and present in Dallas, Texas when he was assassinated and blames himself for what happened. Now he feels it's up to him to stop the current Head of State from joining the list of dead Presidents. But this killer has turned the tables on Horrigan and now he's the hunted one in a life or death cat and mouse game. Who will win? Who will die? It's a race against time to save the Pres from a chameleon-like enemy who can get to anyone. My favorite Secret Service movie and as good a nail biter as any.",positive
17223,"This story had a different angle that intrigued me, enough to buy a previously-viewed VHS sight-unseen. That was a mistake.<br /><br />In what could have been a very nice story - about badly crippled people at a hospital, and their various personalities - turned quickly into a very profane soap opera with unlikeable characters.<br /><br />We have ""Bloss"" (William Forsythe) the stereotype racist white person, who says the f-word every other sentence and is so despicable they didn't give him a first name in the movie. He's a lot of fun to be around. Then, there is ""Raymond Hill"" (Wesley Snipes), a fast-talking womanizer. Snipes must have liked those fast-talking ""hip"" arrogant roles because he played in a number of them, like in ""White Men Can't Jump."" Then there is sweet Helen Hunt playing ""Anna"" that wonderful caring, loving person who is having an adulterous affair with the leading character in the film, ""Joel Garcia"" (Eric Stoltz).<br /><br />Yup, this is heartwarming, feel-good type stuff. It just makes my heart melt watching these nice folks. But, if you are one of those who loves sleazy characters portrayed by sleazy people in this sleazy film.....you might really like this! Add in a dose of Hollywood political correctness and there you go! What more could anyone want?",negative
15308,"I didn't expect much when I decided to watch this movie, so I was surprised to find myself thoroughly enjoying it. A couple of scenes had me laughing almost uncontrollably. The characters were engaging (no pun intended); however, the story is predictable. The fun of it comes from watching Crawl (Shore's character), a ditzy-yet-wise California dude a country college girl brings home for Thanksgiving, trying in his awkward (yet endearing) way to fit in to their lifestyle. I was also surprised that in all this there was a message. If you have a chance, see this movie!",positive
16298,"To many people, Beat Street has inspired their lifestyle to something creative concerning the hip hop culture.<br /><br />The young Lee is living in NY in the 80's when hip hop was at its beginning. His a crew member of ""Beat Street"" -a b-boy crew. The movie follows Lee in his average day, dancing, graffitiing, etc.<br /><br />The director has succeeded in making a movie with a plot and at the same time presenting hip hop to the rest of the world. The movie has old school features such as<br /><br />Afrika Bambaataa & the Soul Sonic Force, Grandmaster Melle Mel & the Furious Five, the Rock Steady Crew, the New York City Breakers, and many more....<br /><br />Neither the movie Beat Street nor the Beat Street spirit will ever die.",positive
13363,"Seriously, what is THIS? Hooper has made such classic films like Texas Chainsaw Massacre, then he made this god awful film, what happened? did he dip into the crack a little too much? This film is about some dude named Sam who has the ability to set things on fire,(Firestarter, anyone?) the acting was godawful, the plot was rubbish, and the special effects were extremely rubbish, they looked like something from the 70's. Van Damme should be pleased that Derailed is no longer the worst film ever, and what was with the ending? he started glowing blue, turned into a glowing blue blob, sucked out his girlfriends fire, and the film ended. WHAT WAS THAT? HUH? when the film ended I hoped the DVD would Spontaniously Combust to save me from my pain.<br /><br />STAY AWAY FROM THIS FILM.<br /><br />DON'T THINK, OBEY, you'll thank me later.",negative
5752,"The person's comment that said that Pat Robertson is evil and his program is evil has nothing to compare what evil and righteous is. His definition of evil is the opposite of evil. The Bible itself says that in the last days people will call good evil and evil good! He doesn't even know that he fulfilled Bible prophecy! If you don't know God and refuse to know him now, that's okay. He still loves you but when you do finally bow your knee to Him, and you will, it will be too late for you. God sends no one to hell, not even you! You will go there of your own decision and your spewing defines it! May God have mercy on you and give you a Damascus Road experience. The 700 Club and Pat Robertson's ministry is one of the reasons I'm still here. On the edge of alcoholism, adultery, and probably death, God reached through the TV screen and used Pat Robertson to do it, and thank God He did! You have a right to say what you said but you don't have a right to curse with your words. God have mercy on you.",positive
